web-scraper-order,web-scraper-start-url,content
"1607355794-729","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","评论的三观都很赞👍"
"1607355794-162","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","很难不支持，贫困山区走出来的女孩子，好不容易通过读书改变了命运吧，最后还是选择当全职太太，那为什么不一开始就直接嫁人，还是说不读书只能嫁村里，读了书能嫁有钱人？"
"1607355794-291","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","这个热搜置顶是个什么玩意，写的什么垃圾文字，不看评论、事情了解的很浅层是会被误导的，你yin站你很牛逼哈？"
"1607355794-340","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","无良媒体瞎带啥节奏呢，那个女生回去后又做了老师"
"1607355794-382","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","评论里怎么对全职太太这么恨我母亲也是全职太太啊，我觉得我们家过的挺幸福……并且这怎么就不发达或者思想落后了……我也有有认识的人父亲是全职丈夫"
"1607355794-166","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","请问你觉得一个老板口头说“你先来我们这里工作，迟早会加薪”有保障，还是一个男人说“你辞职照顾孩子吧，我养你”有保障，答案是，都没有保障哦亲。前者你都觉得老板在骗人，后者你咋就觉得这是为了爱情为了孩子呢？真正的爱情不会要求你去牺牲的～"
"1607355794-453","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","不要那别人的钱和别人的辛苦，做自己的美梦，与其那样不如把机会留给想上进的人，以后成功人家也能记得你的帮助，念你的好不是"
"1607355794-634","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","嫁给豪门她还会拒绝吗？"
"1607355794-789","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我吐了"
"1607355794-866","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","眼睛看"
"1607355794-862","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","太赞同了！//@小猪哭哭哭哭:我绝对赞同张校长，据说是张桂梅女士女校宣誓的词：“我生来就是高山而非溪流 ，我欲于群峰之巅俯视平庸的沟壑。我生来就是人杰而非草芥，我站在伟人之肩藐视卑微的懦夫。”如果你要做家庭主妇，请把这用张校长心血挣来的机会让给有骨气的女孩，要跪就跪远一点，别恶心人！"
"1607355794-290","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","@李鱼打盹 我要被评论气死了"
"1607355794-818","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","气抖冷"
"1607355794-47","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","人家只是对自己努力培养出来的大山里的孩子大学毕业后当全职太太这种行为痛心疾首，和每个人有什么关系？某些人就不恶意解读了，你们当不当人家不关心，人家只是不要让还在努力走出大山的孩子迷失方向。"
"1607355794-497","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","看呆了，学历高的不能当全职太太，换言之，学历低的才能当全职太太？老公有钱，家里需要一个人管家怎么了？如果我老公以后赚的钱够养家我也当全职太太，这难道不是根据不同的家庭情况来的吗？"
"1607355794-857","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","跟你有什么关系 这有什么好投票的 神经病.."
"1607355794-271","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","什么沙雕投票"
"1607355794-671","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","小编绝对标题党，挨骂活该"
"1607355794-702","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","孕育下一代也很重要啊。生儿育女也是很大一门学问呢"
"1607355794-331","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","笑而不语，如果是真的尊重女性，就应该尊重女性的选择！当家庭主妇也好，做职场女性也罢，每个人都有自己的选择。而且这也是人类的基本的选择权利，如果这位校长真的懂尊重女性，就不应该是这个表现。这说明了什么？这说明了此校长思想狭隘，根本不懂尊重。"
"1607355794-358","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","张校长培养她花了多少心血她就去做全职太太了，做全职家庭妇女确实风险大也很容易被夫家瞧不起"
"1607355794-147","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","赞"
"1607355794-490","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","反正不要谈恋爱！"
"1607355794-429","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","大学生就不是母亲吗？生下来的孩子没人带难道不带扔了吗？"
"1607355794-202","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","家里有条件的为什么不可以啊，全职太太也不全是在家里带娃的，也可以做一些自己喜欢的事情，也不会因此而失去自我呀"
"1607355794-15","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","连顾佳，她都被戴绿帽子了，你们有顾佳那么厉害吗，敢去当全职太太就连偶像剧玛丽苏的厉害的，都要写女方也事业有成"
"1607355794-42","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","只能说一句，风险很大。"
"1607355794-207","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","分开说吧，怀孕生产之后，如果没有人帮忙带孩子，做全职家庭主妇那也是没办法，你可以说请保姆，但是请到好保姆不是那么容易的事，孩子长大上学了，就可以回归职场了，如果不能做回以前的工作，那就换一个。"
"1607355794-23","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","真会给自己贴金😂还全职太太呢，配叫“职”吗，有收入吗？纳税吗？劳动法保护你吗？笑死，免费保姆罢了"
"1607355794-795","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","问题的点在于 全职太太不等同于靠男人 有个家庭情况 必须牺牲一个人回去照顾家庭 况且全职太太的牺牲是非常非常大的 并不像外界看上去 回家享福。这个人思维太狭隘了。"
"1607355794-513","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","她反对的是她的学生，她辛辛苦苦把这些辍学待嫁的女孩子从家里拉出来，供她们上学帮她们摆脱困境，她的学生毕业就做全职太太，那为什么不直接就去当了，干嘛占用学校的名额。要是接受了这个学生的捐款，以后那些不想让女儿读书的人更是拿这个当例子，说读得好不如嫁得好，生生折断更多女孩子的活路"
"1607355794-691","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","这有什么好看待的 是衣食无忧吃喝不愁 锦衣玉食的全职太太还是当牛做马还不如保姆的全职太太"
"1607355794-442","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","有些人身不由己，家里没人带孩子，难道生下来送给别人养吗？只能带到孩子上幼儿园了在去上班"
"1607355794-299","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","爱之深则责之切。张老师如果对自己学生没有更深的情感，没有更高的期待。会说那样的话吗？"
"1607355794-425","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","当全职太太并不可怕，可怕的是整个社会都认为当全职太太很可怕，这背后隐藏了太多太大的问题了"
"1607355794-828","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","这是恨铁不成钢啊~"
"1607355794-675","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我绝对不会！！！"
"1607355794-51","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","全职太太不一定靠老公，也可能是自己家里本身有钱，自己又有分红有收入…也不一定和社会脱节，也可能自己有学很多东西接触形形色色的人了解各式各样的情况…我身边很多同学妈妈都这样…每个人有每个人的选择，不应该歧视任何一种选择…但一定要慎重考虑，绝不能失去自我，让自己没有独立生存下去的能力"
"1607355794-406","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我参与了@都市时报 发起的投票【如何看待大学生做全职太太？】，我投给了“可以理解，毕竟是个人选择”这个选项，你也快来表态吧~"
"1607355794-523","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","没有对与错，女方愿意，男方能养"
"1607355794-244","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","普通人家做全职太太也是没办法，两口子在大城市打拼父母要是都退休还行没退或者年龄大了你让他们大老远帮忙去带孩子而且小孩3岁以前放老家也不利与以后。请阿姨可能和妈妈工资相当，我同学就是最后选择自己带孩子非常耗精力。无论有钱没钱只要结婚了再优秀也要考虑家庭的这也是责任啊。"
"1607355794-66","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我想当全职太太，没人支持我我自己也觉得不太行，毕竟和社会脱节"
"1607355794-578","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","存在必有理由，不管这个理由是否合理。再说又没吃你家米，何必那么起劲"
"1607355794-346","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","你没有一份能让自己有底气的工作，以后跟老公吵架都会被对方看扁！！你可以在家工作，自己挣一些钱，保证不要和社会脱离，比在家里当个彻头彻尾的保姆要好太多了！"
"1607355794-540","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","回复@明月-天如水:而且，全职太太也可以理解为一种工作啊。通过养育孩子和家务劳动来获得他人供养，跟在社会上通过劳动得到供养，从利益的角度来看，本质上其实是一样的。"
"1607355794-673","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","唉，我上班上着就想做全职太太，但一想真的要做全职太太，内心还是一万个不愿意"
"1607355794-635","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","不知道评论里那些通过贬低全职太太来证明自己是独立女性的女生，平时生活中地位是有多低多不被尊重，看见全职太太就使劲踩低企图抬高自己什么年代了啊，不否认有你们说的情况，但现在很多全职妈妈掌握家里经济大权。还说以后老公出轨被抛弃？你是活在古代吗？出轨了就带着钱离婚啊，被抛弃个屁"
"1607355794-199","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","关你屁事"
"1607355794-624","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","小编做个人吧"
"1607355794-491","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","辛苦供你上大学是为了能自己赚钱，不会委屈自己，当了全职太太真的浪费名额，浪费人家校长的一片苦心，白给你免费了"
"1607355794-370","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","想要捐点钱给张校长，怎么捐？"
"1607355794-667","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","这个校长是有什么毛病吗？"
"1607355794-311","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","转发微博"
"1607355794-324","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","别蹭了别蹭了，学学人家张校长多做点实事好吧"
"1607355794-16","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","建议普通女性不要生孩子了，现在当个家庭主妇，男的也骂，女的也骂，生完小孩不带还有人骂，请保姆照顾孩子又担心小孩，夫妻俩自己照顾，都是社畜说实话能给小孩什么生活？最后小孩长大了来一句原生家庭不幸福。女人real惨，别生了别生了"
"1607355794-81","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","你的意思是说，全职妈妈就必须没文化？"
"1607355794-446","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","反正我是没老人带小孩又请不起保姆，被迫带娃"
"1607355794-542","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","标题不能断章取义？一个媒体人该有的严谨性都没有，拉黑了"
"1607355794-357","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我反对女性当家庭妇女。"
"1607355794-308","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","。"
"1607355794-721","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","大学生全职太太和文盲全职太太肯定不一样的好伐"
"1607355794-476","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我觉得很无语😓生我们养我们的父母都没有资格决定我们的人生，这个资助一开始也没有签毕业要去哪里工作几年的合同……家庭主妇怎么了？想参与孩子的每一个成长过程，想把自己的家整理的亮堂，想让自己的爱人每天下班都有饭吃……人家需不需要工作，是人家家庭的事，外人插什么嘴……"
"1607355794-316","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","看了好多评论发现果然女性更为难女性 一个家庭是男女共同付出的 男女是命运共同体一样是平等的 但是有些家庭分工不同 只要是两个人为了家庭一起付出越来越好 女性做全职太太没有什么问题啊？也没花你家钱没吃你家大米 不知道为什么同为女性对这个群体那么大的恶意"
"1607355794-791","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","没说滚出去这句话吧"
"1607355794-740","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","全职太太？说的应该是家庭主妇吧 全职太太不是一般人能当的吧"
"1607355794-215","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","有的人说“家庭是夫妻共有的，收入也一样。婚后收入哪怕最终散了照样有一半分到。 社会承不承认，根本不重要。”……看到这句话我笑了，我没有歧视全职太太，但你是个社会人，法律不承认请问你怎么分那一半财产？现实有几个完全没收入的女人能分到一半财产能分到孩子？"
"1607355794-692","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","可以不接受捐款，可以但滚出去就过分了，每个家庭不一样，不生都生了难道生下来就不管小孩吗"
"1607355794-445","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","这个世界对女人的要求太高了，家与事业有时候太难选择，不管选择哪一样都会留有遗憾！但是不管哪种选择，都不至于把话说的这么难听。"
"1607355794-749","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","谁愿意当全职太太，那不是没办法才当，带孩子比上班还累，"
"1607355794-379","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","你并没有说出其中的内涵"
"1607355794-495","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","坐着看微博女权再次被🎣"
"1607355794-433","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","全职太太是随便一个人就能做的么？那说的是很low的家庭妇女。真正的全职太太是那种语数外全能，音乐体育全懂，镇得住孩子，管得了娃，栓得住老公，理得了财，管的了公司看得懂帐"
"1607355794-33","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","其实我认为根源在于：咱们国家现在对全职太太/先生定位模糊，全职太太/先生其实是一种职业，像警察医生 一样，都是平等的。但是我们国家现在对于全职太太/先生并没有合理的规章制度来保障。(貌似有些国家，全职太太/先生每个月可以拿到另一半收入的50%-60%的钱当工资？感觉挺合理 我不太清楚 求科普）"
"1607355794-672","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","全职看什么阶层，或者什么实际情况"
"1607355794-812","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","看钱够不够了，有钱花又在家也还可以"
"1607355794-112","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","设立这个学校不就是为了让女孩子有更多的选择 自己把握自己的人生吗 大学生去做全职太太 跟你不读书在山里嫁了有很大区别吗 别是拿着校长善意的赞助 考上大学当跳板找更好的男人当全职太太叭[疑問]"
"1607355794-450","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","这个，要以个人的条件而论，有条件，必须一方牺牲照顾家庭，一方拼事业，未尚不可！"
"1607355794-252","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","如果可以，我也是愿意的"
"1607355794-243","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","人家反对的不是大学生当全职太太，是她辛辛苦苦供出来的学生当全职太太，她们这么多人这么多年的付出到底是为了什么？就是为了让这些大山里的女孩子独立啊！之前那些女孩学还没上完就被家里嫁出去了，根本无法决定自己的人生。麻烦去认真看一下央视对张校长的访谈再来发微博，好吗？"
"1607355794-654","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","只有我觉得全职太太也需要很高的水平吗，全职太太受过良好的教育更能培养优秀的下一代吧"
"1607355794-824","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","张校长反对我觉得没啥问题但是我其实觉得要学生滚出去还有说女人不能依靠男人这话还是较极端了1是个人都有自己的选择，张校长的初衷是给她们提供受教育的机会而并非赋予她们使命捆绑她们；2 这个社会男女都不可能完全脱离对方而存在，张校长女校的背后有没有男性的支持呢？另外全球化才能有今天的中国"
"1607355794-198","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我是反对的，要做男的大学生毕业出来，也可以做全职丈夫，全职爸爸啊"
"1607355794-786","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","无良媒体说的就是你吧"
"1607355794-381","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我就想知道当时张老师究竟是婉拒还是说了“滚出去”这样子的话？"
"1607355794-203","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","关你屁事"
"1607355794-782","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","有的女孩子读书是为了以后过得很好，有的女孩子读书是为了嫁得更。都是自己选择，谁也没错"
"1607355794-223","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","女人不是生育机器，更不是黄脸婆"
"1607355794-192","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","帮助贫困的孩子上学给予他们资助是为了给他们的人生更多的选择权。我觉得不应该要求别人一定要带给社会多大的贡献或者一定要回馈到社会，至于说这是不是一种浪费，我觉得是不算的，毕竟这份资助它本身所希望的就是让这些物质条件没有那么好的孩子多一点人生的选择权，目的也确实达到了"
"1607355794-213","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","你在这里引什么战?吃什么烂流量?"
"1607355794-409","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","看了这条评论，大部分还是喜欢当全职太太虽然是你个人选择，但是作为自强不息，幸福生活靠双手的新中国女性，在这里边完全看不到只想靠老公"
"1607355794-647","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","这个话题跟大学生回家卖猪种地有啥区别？ 我读了大学就只能有一种选择了吗，难道不是之前说的我接受了更高的教育，意味着我有了更多的选择。今天我可以因为感情因为父母子女当全职太太，哪天我也可以重新出来选择另一种人生"
"1607355794-538","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","真当每个家庭都能全职呢。你钱够吗，最后不还是女的出去工作，然后还是要带娃，家务。全职也就是孩子出生到三岁"
"1607355794-703","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我下辈子不想做女人，除了身体客观上难之外，还要受这样的委屈。"
"1607355794-380","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","请问：滚出去 这三个字在哪？zz"
"1607355794-614","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","断章取义，身处环境不同，作出选择能够承当的结果或者后果是不一样的。女子学校和家长出一切供一个学生只为了她能走出大山，最少至少能改变一个人的人生。如果条件不艰苦的话，人家要变成全职太太是无关周遭的人的事情。"
"1607355794-326","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我就很矛盾啊"
"1607355794-776","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","关你屁事，愿意干什么就干什么，有钱花不就完了，人的一生尊重自己选择，快乐就够了"
"1607355794-880","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","免费的，你读完了去当家庭主妇…校长生气也正常"
"1607355794-280","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","这个全职太太其实可以自己设立基金自己做校长的位置，做一个不会嫌钱臭的真正为了帮助山区孩童脱贫的善长。全职太太没有什么羞耻的，难道每天995剩下晚上3小时的亲子时间对得起社会对不起自己孩子才叫正确？有能力攀上有钱老公和有能力让老公为自己掏钱是两回事，这校长嫌钱臭又何必搞慈善沽名钓誉？"
"1607355794-335","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","捐二手款总觉得不名正言顺，支持校长。"
"1607355794-82","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","如果一个全职妈妈能培养出一个优秀的下一代，也未尝不是一件好事。具体情况具体分析，不要一概而论"
"1607355794-38","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","现在全职太太人人喊打了 男的骂完女的骂。 敢情你们的贫穷与不幸都是别人家的全职太太造成的？"
"1607355794-477","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","害，不赞成也不反对吧，只要不背离社会主义核心价值观就行，阿弥陀额"
"1607355794-302","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","难怪现在的女性越来越不想结婚了，有时候全职太太不是她们的选择，而是一种责任。孩子和家里总要有人管，不是每个家庭都有钱，有人带孩子，孩子那么天使的不用管教的"
"1607355794-868","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","小编你这个题目就有问题的，“张校长反对学生当全职太太，又是如何看待大学生做全职太太”？本身就有歧义！这是两个论点，张校长说的是她培养的学生不能做全职太太，针对的是她培养的学生们。你这样的论题只会引起公愤同时也增加了话题咯，别以偏概全，妇女能撑半边天，不仅相夫教子工作上也同样出色。"
"1607355794-317","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","关你屁事"
"1607355794-360","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","怎么才能去张桂梅老师学校呢？"
"1607355794-625","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","校长反对是她个人的事情，大学生做全职太太也是个人的事情，有啥好评论的，每个人都有选择自己人生的权利不是么！"
"1607355794-845","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","这怎么了？我他妈是个男的我都想天天在家，谁不想要舒服的生活，在单位给孙子似的日子谁想要？"
"1607355794-728","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","每天一个恐婚小妙招@芬子LF"
"1607355794-411","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","现在媒体都怎么了？这些选项根本不适合这个事件，为了流量无下限？"
"1607355794-29","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","也得看情况吧，我同学也全职太太，不是她贪图享受，而是她妈身体不好，婆婆又不在本地，她为了照顾儿子只能辞职，而且为家里忙前忙后并不轻松，她老公休息日带了一天娃就说，全职太太真的辛苦宁愿上班"
"1607355794-642","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","今日恐婚小技巧：全职太太"
"1607355794-665","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我美国同学 博士毕业 都去做全职太太。一毕业就生孩子 在家呆着"
"1607355794-836","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","当一个优秀的太太可不比工作简单"
"1607355794-359","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","现实中有许多情况会导致人们选择当全职太太或煮夫，但希望这是阶段性的，孩子一但能得到可靠的托管或者上幼儿园了，就应该马上做出改变，不能长期失去基本的经济独立能力，要保持与社会接触的接触。"
"1607355794-146","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","你们支持呼吁宽松做家庭主妇的自由，有人让家庭主妇尊重不婚不育男女的自由吗，家庭主妇那么好男人早就抢着做了，自以为为亲亲老公省钱，培养孩子，都能教育好孩子要还学校培训机构干什么？？？向下的自由不是自由，就如同南北战争的黑奴觉得做奴隶是他们的自由一样。"
"1607355794-760","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我们需要尊重多元的价值观，但是在一无所有的时候，只能选择一种最有效的方法"
"1607355794-141","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","做全职太太也要有条件的"
"1607355794-443","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","个人觉得，每个人有自己的选择，路是自己选的，她不后悔就行了啊。人家全职太太说明老公舍得给她钱啊，她只要过得幸福，就够了啊。难道读书了就不能选择自己想要的生活吗，反正我是觉得什么决定都是个人选择，我不反对。"
"1607355794-309","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","怎么不加个投啥都四个🐴的选择"
"1607355794-798","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我觉得没问题，个人选择。但是基于一个前提是你自身环境相对优秀，不然你不叫全职太太，应该称为全职家佣加性伴侣"
"1607355794-681","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","个人选择，没有对错"
"1607355794-459","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","全职带孩子怎么了？我接受了更好的教育，我想我教育出的孩子肯定比老人教育的孩子要好很多！当下看不出差别，等孩子慢慢长大会有差别的，全职几年不代表一辈子不工作。我觉得在一个职位上一成不变得工作十几年何尝不是不思进取，跟养老一样混日子的工作实在太多了，人只要一直想着进步怎么会跟社会脱轨"
"1607355794-289","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","评论都在讨论不接受她学生当全职太太的事儿，但我寻思，张老师也没有逼她学生离婚吧，只是不接受捐款啊。违背了办学理念，为啥非要接受捐赠。"
"1607355794-793","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","可以理解，不会干涉，但我反对"
"1607355794-434","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我参与了@都市时报 发起的投票【如何看待大学生做全职太太？】，我投给了“可以理解，毕竟是个人选择”这个选项，你也快来表态吧~"
"1607355794-638","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","当全职太太也是凭的个人本事，"
"1607355794-113","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","全职太太是一种职业，难度不亚于任何一种职业。当好全职太太，打理好一个家，照顾好孩子，都是比上班难很多的事情。"
"1607355794-320","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","大家换个关注点，为女性发声，实行带薪男女产假，号召社会消除对家务劳动的价值的偏见，男女一同承担家务劳动，社会需要男性照顾下一代。同意的点赞，不同意的说原因。"
"1607355794-696","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","断章取义，张校长反对的是她的学生当全职太太，你倒好给上升到了全体女性，真是胡说八道！"
"1607355794-756","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我舅妈，十五六年前吧？二十几岁跟我舅网络联系上的(那个年代的网恋)。她在新加坡留学二十几岁，我舅舅在深圳四十岁然后她毕业前来深圳找我舅舅一次，之后毕业就嫁过来了。至今没工作过，全职太太当时家务从来不用她干，一直有保姆，生孩子也有多一个专门带孩子的保姆。。她们的个人选择吧"
"1607355794-837","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我妈今年五十岁了，因为我和我妹妹的原因15年我们一起出国，我妈妈当上了家庭主妇。在这之前她是哈工大的博士+副教授，而现在我爸爸在国内光明正大有人了，这五年赚钱不往家里拿，总共就拿回家五万块钱，如果现在离婚我们只有一套房贷才还了百分之三十多的房子。这就是当家庭主妇可能的后果"
"1607355794-679","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","学校花钱攻读的大学生，最后没有去为学校做贡献，老师目的是说：我们供养你上大学，就是为了以后回馈学校，不是你拍拍手去享福坐太太。"
"1607355794-735","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","支持校长，前几年可能还好，以后家里的地位是越来越低"
"1607355794-526","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","哎，人家免费费那么多心力教导这些女学生，是为了什么？真是辜负了老人一片苦心。早知道你这么急着去当全职太太，把名额留给想要走出大山的其他女孩。资源是有限的，而且是老人辛辛苦苦一点点攒下来，争来的，不是大风刮来的，拿着别人努力得来的有限的资源，做着完全违背资助人初衷的事情，不道德。"
"1607355794-111","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","我觉得校长做的也没有什么不妥呀。往小的说:孩子是她教出来带出来的，说句不好听的，说一说别人还是挺有资格的。往大了说，去当全职太太看怎么个当法，是一个家庭分工合作呢，还是女的就靠男的养着，这个我们作为旁观者其实也不太清楚具体原因。怎么就引得网上那么多人喷她呢？"
"1607355794-278","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","不应该啊，"
"1607355794-368","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","回复@快意诗债换酒钱:三观非常对！！ 有能力有实力才能与人分享地位"
"1607355794-733","https://m.weibo.cn/status/4564229174070145?display=0&retcode=6102","这些媒体除了挑起对立搞噱头外没别的本事了，张校长可以反对她辛苦培养的学生当全职太太，因为违背了建校初衷，但我们有什么资格去指责全职太太呢？！全职太太也付出了劳动也应该被尊重，同理全职先生也一样。我们在说男女平等的时候能不能不要只知道为难女人，女人应该有选择的权力。我不是全职太太"
