distanceKM, distanceMILE, distanceNA
3809.10,2366.87,2056.75
11050.11,6866.22,5966.58
16919.83,10513.50,9135.98
1033.50,642.19,558.04
7210.12,4480.16,3893.15
4830.88,3001.77,2608.47
7911.28,4915.84,4271.75
3430.30,2131.49,1852.21
6875.62,4272.31,3712.54
263.72,163.87,142.40
7558.42,4696.58,4081.22
6584.26,4091.27,3555.22
1348.65,838.01,728.21
8503.65,5283.92,4591.60
8725.68,5421.88,4711.49
8653.07,5376.77,4672.28
8705.71,5409.48,4700.71
11209.57,6965.30,6052.68
1757.71,1092.19,949.08
8641.38,5369.51,4665.97
6367.88,3956.82,3438.38
1825.27,1134.17,985.56
9936.60,6174.32,5365.34
5078.35,3155.54,2742.09
5648.39,3509.75,3049.89
4448.59,2764.23,2402.05
5180.94,3219.29,2797.48
8514.73,5290.81,4597.59
4251.06,2641.48,2295.39
11648.37,7237.96,6289.62
8213.60,5103.70,4434.99
8630.63,5362.83,4660.17
7836.75,4869.53,4231.51
6039.37,3752.69,3261.00
6045.18,3756.30,3264.14
8917.64,5541.17,4815.14
1079.44,670.73,582.85
2949.35,1832.64,1592.52
9152.06,5686.82,4941.72
4713.04,2928.55,2544.84
1026.73,637.98,554.39
6821.33,4238.58,3683.22
9846.97,6118.62,5316.94
9358.87,5815.33,5053.39
8976.55,5577.77,4846.95
5052.28,3139.34,2728.02
5572.55,3462.62,3008.94
4989.48,3100.32,2694.11
1858.86,1155.04,1003.70
16581.76,10303.42,8953.43
1908.50,1185.89,1030.51
5588.56,3472.57,3017.58
5431.98,3375.28,2933.04
3369.07,2093.45,1819.15
4302.69,2673.56,2323.26
878.08,545.61,474.13
4820.04,2995.03,2602.61
14362.10,8924.19,7754.91
2097.14,1303.10,1132.37
7117.08,4422.35,3842.92
8993.13,5588.07,4855.90
4624.00,2873.22,2496.76
7310.11,4542.29,3947.14
7356.59,4571.17,3972.24
8799.46,5467.73,4751.33
9609.01,5970.76,5188.45
1244.13,773.07,671.78
2233.11,1387.59,1205.78
11581.32,7196.30,6253.42
4211.86,2617.13,2274.22
3859.60,2398.24,2084.02
780.80,485.16,421.60
3329.42,2068.81,1797.74
1106.27,687.40,597.34
4728.91,2938.41,2553.41
7725.25,4800.25,4171.30
9714.68,6036.42,5245.51
4756.85,2955.77,2568.50
3366.88,2092.08,1817.97
6483.26,4028.51,3500.68
4405.01,2737.15,2378.52
5418.64,3366.99,2925.83
9236.35,5739.20,4987.23
3191.17,1982.90,1723.09
9043.90,5619.62,4883.31
1702.80,1058.07,919.44
4890.56,3038.85,2640.69
10756.19,6683.59,5807.88
1696.01,1053.85,915.77
286.83,178.23,154.87
1310.59,814.37,707.66
8759.41,5442.85,4729.71
7642.63,4748.91,4126.69
10424.84,6477.69,5628.96
8287.01,5149.31,4474.62
4136.75,2570.46,2233.66
1748.60,1086.53,944.17
3797.65,2359.75,2050.57
9411.73,5848.18,5081.93
9196.21,5714.26,4965.56
7047.85,4379.33,3805.54
1736.68,1079.12,937.73
1491.41,926.72,805.29
1815.54,1128.12,980.31
8846.11,5496.72,4776.52
5610.72,3486.34,3029.54
8075.59,5017.94,4360.47
7235.07,4495.66,3906.62
430.03,267.21,232.20
7676.66,4770.05,4145.06
16331.07,10147.65,8818.07
18985.34,11796.94,10251.26
8893.67,5526.27,4802.20
3930.68,2442.41,2122.40
4451.09,2765.78,2403.40
1341.63,833.65,724.42
13380.69,8314.38,7225.00
8705.70,5409.47,4700.70
12222.44,7594.67,6599.59
5916.98,3676.64,3194.91
8665.30,5384.37,4678.89
14553.15,9042.91,7858.07
10162.00,6314.37,5487.04
10254.96,6372.14,5537.24
10744.65,6676.42,5801.65
1366.47,849.08,737.83
1454.09,903.53,785.15
4436.09,2756.46,2395.30
13115.34,8149.50,7081.72
4972.62,3089.84,2685.00
1869.97,1161.95,1009.70
7629.55,4740.78,4119.63
6246.95,3881.68,3373.08
6755.81,4197.87,3647.85
6899.13,4286.92,3725.23
6987.17,4341.63,3772.77
947.18,588.55,511.44
5411.59,3362.61,2922.02
4681.95,2909.23,2528.05
4205.75,2613.33,2270.92
1444.90,897.82,780.18
7844.44,4874.31,4235.66
4719.35,2932.47,2548.25
6585.94,4092.31,3556.12
10736.59,6671.41,5797.30
1088.34,676.26,587.65
9197.35,5714.97,4966.17
964.41,599.26,520.74
6612.37,4108.74,3570.40
8683.90,5395.92,4688.93
7940.08,4933.74,4287.30
1052.76,654.15,568.44
5619.50,3491.80,3034.29
4601.90,2859.49,2484.83
7191.30,4468.47,3882.99
8650.87,5375.40,4671.09
1543.66,959.19,833.51
435.11,270.36,234.94
3274.62,2034.76,1768.15
5285.46,3284.23,2853.92
9443.42,5867.87,5099.04
4751.80,2952.63,2565.77
16925.10,10516.77,9138.82
7217.50,4484.75,3897.14
5237.03,3254.14,2827.77
1483.25,921.65,800.89
2599.62,1615.33,1403.68
4576.11,2843.46,2470.90
6123.11,3804.73,3306.22
2024.95,1258.25,1093.39
7308.55,4541.32,3946.30
3210.16,1994.70,1733.35
342.74,212.97,185.06
8810.18,5474.39,4757.12
6164.60,3830.50,3328.62
4072.67,2530.64,2199.07
10962.22,6811.61,5919.13
5149.77,3199.92,2780.65
7618.51,4733.92,4113.67
16083.31,9993.71,8684.30
5312.04,3300.75,2868.27
7591.74,4717.29,4099.21
4777.73,2968.75,2579.77
1335.35,829.74,721.03
1929.21,1198.75,1041.69
6820.66,4238.16,3682.86
7513.17,4668.47,4056.79
3057.46,1899.82,1650.90
11910.10,7400.59,6430.94
16066.04,9982.97,8674.97
523.58,325.33,282.71
7875.79,4893.79,4252.58
4249.24,2640.36,2294.41
7073.96,4395.55,3819.63
2722.51,1691.69,1470.04
7708.73,4789.98,4162.38
651.08,404.56,351.55
6711.34,4170.23,3623.83
7169.58,4454.97,3871.26
1031.76,641.10,557.10
8668.05,5386.08,4680.37
9592.92,5960.76,5179.76
9287.96,5771.27,5015.10
8847.30,5497.46,4777.16
10348.27,6430.11,5587.62
1318.87,819.51,712.13
7797.72,4845.28,4210.43
6394.71,3973.49,3452.87
952.14,591.63,514.11
9088.08,5647.07,4907.17
5413.74,3363.94,2923.19
6128.41,3808.02,3309.08
5292.65,3288.70,2857.80
5376.32,3340.69,2902.98
7816.70,4857.07,4220.68
4495.97,2793.67,2427.63
12525.54,7783.01,6763.25
7353.56,4569.29,3970.60
9431.00,5860.15,5092.33
7690.01,4778.35,4152.27
6318.04,3925.85,3411.47
6323.41,3929.18,3414.37
9633.35,5985.89,5201.59
768.81,477.72,415.13
2489.09,1546.65,1344.00
10012.40,6221.42,5406.26
5214.50,3240.14,2815.61
354.79,220.46,191.57
7638.73,4746.49,4124.59
10713.64,6657.14,5784.90
10156.71,6311.09,5484.19
9631.79,5984.92,5200.75
5439.84,3380.16,2937.28
5349.77,3324.19,2888.64
4705.53,2923.88,2540.78
1041.17,646.95,562.19
15976.00,9927.02,8626.35
1104.73,686.44,596.50
878.08,545.61,474.13
5268.78,3273.87,2844.91
5808.71,3609.36,3136.45
2634.82,1637.20,1422.69
5092.82,3164.53,2749.90
5368.83,3336.04,2898.94
13730.43,8531.69,7413.84
1804.15,1121.05,974.17
7945.18,4936.90,4290.05
9631.80,5984.92,5200.76
5371.07,3337.43,2900.15
8165.94,5074.08,4409.26
8098.85,5032.39,4373.03
9467.24,5882.67,5111.90
8731.21,5425.32,4714.48
688.06,427.54,371.52
2388.11,1483.90,1289.48
10782.90,6700.18,5822.30
3507.31,2179.34,1893.80
3260.72,2026.12,1760.65
1317.86,818.88,711.59
2898.51,1801.05,1565.07
1184.32,735.90,639.48
5359.63,3330.32,2893.97
8442.63,5246.01,4558.66
8918.37,5541.62,4815.54
3879.08,2410.35,2094.54
2919.07,1813.82,1576.17
6370.18,3958.24,3439.62
7392.77,4593.66,3991.78
3816.59,2371.52,2060.80
4555.93,2830.92,2460.01
8379.17,5206.58,4524.39
2716.18,1687.76,1466.62
9202.27,5718.03,4968.83
842.95,523.78,455.16
5593.22,3475.47,3020.10
9878.16,6138.01,5333.78
818.07,508.32,441.72
602.77,374.54,325.47
2168.26,1347.30,1170.77
8598.83,5343.07,4643.00
7650.37,4753.72,4130.87
9614.50,5974.17,5191.41
7659.11,4759.15,4135.59
4825.77,2998.60,2605.71
1850.65,1149.94,999.27
4601.02,2858.94,2484.35
9133.70,5675.42,4931.81
9726.91,6044.02,5252.11
6189.36,3845.89,3341.99
1034.06,642.53,558.35
1203.66,747.92,649.92
2611.66,1622.81,1410.18
8924.86,5545.65,4819.04
4970.07,3088.26,2683.63
8357.08,5192.85,4512.46
13733.80,8533.79,7415.66
6400.66,3977.19,3456.08
577.37,358.76,311.75
8463.58,5259.02,4569.97
15573.12,9676.69,8408.81
18136.79,11269.68,9793.08
9580.71,5953.18,5173.17
4453.03,2766.98,2404.44
4862.26,3021.27,2625.41
838.05,520.74,452.51
12612.78,7837.22,6810.36
8847.29,5497.45,4777.15
11350.42,7052.83,6128.74
5100.62,3169.38,2754.11
9415.35,5850.43,5083.88
13685.84,8503.99,7389.76
11034.15,6856.30,5957.96
11098.76,6896.45,5992.85
9866.62,6130.84,5327.55
516.42,320.89,278.85
2313.77,1437.71,1249.34
5211.17,3238.07,2813.81
12253.17,7613.77,6616.18
4390.58,2728.18,2370.72
1294.14,804.14,698.78
7302.06,4537.29,3942.80
6254.07,3886.10,3376.93
7558.28,4696.50,4081.14
7723.33,4799.05,4170.26
7813.48,4855.07,4218.94
957.94,595.24,517.25
5836.16,3626.42,3151.27
4168.09,2589.93,2250.59
5008.12,3111.90,2704.17
1000.23,621.51,540.08
7479.84,4647.76,4038.79
5457.29,3391.00,2946.70
5779.38,3591.14,3120.62
9923.43,6166.13,5358.22
552.70,343.43,298.44
8328.10,5174.84,4496.81
724.00,449.87,390.93
6338.84,3938.78,3422.70
8820.87,5481.03,4762.89
8005.99,4974.69,4322.89
1869.55,1161.69,1009.48
5558.23,3453.72,3001.20
4437.60,2757.40,2396.11
8056.66,5006.17,4350.25
8788.73,5461.06,4745.53
810.27,503.48,437.51
753.11,467.96,406.64
2792.69,1735.30,1507.93
4457.46,2769.74,2406.83
8603.01,5345.66,4645.25
5277.25,3279.13,2849.48
16447.18,10219.80,8880.77
8051.29,5002.84,4347.35
4631.47,2877.86,2500.79
1766.40,1097.59,953.78
2039.97,1267.58,1101.49
3798.91,2360.53,2051.25
14955.53,9292.93,8075.34
6072.86,3773.50,3279.08
1205.43,749.02,650.88
7923.83,4923.64,4278.53
2891.95,1796.97,1561.53
932.08,579.17,503.28
8966.74,5571.68,4841.65
6710.60,4169.77,3623.44
4659.45,2895.25,2515.90
11816.68,7342.54,6380.50
4304.97,2674.98,2324.50
8429.65,5237.94,4551.65
15688.44,9748.34,8471.08
4939.19,3069.07,2666.95
7689.41,4777.98,4151.95
6005.78,3731.82,3242.86
10211.82,6345.33,5513.94
11643.83,7235.14,6287.17
10295.10,6397.08,5558.91
18283.70,11360.96,9872.41
7777.17,4832.51,4199.33
15221.38,9458.13,8218.89
5395.12,3352.37,2913.13
10552.60,6557.08,5697.95
17869.42,11103.54,9648.71
7048.55,4379.77,3805.91
3770.06,2342.60,2035.67
8176.61,5080.71,4415.02
18341.35,11396.79,9903.54
11414.01,7092.34,6163.07
4172.08,2592.41,2252.74
16871.39,10483.39,9109.82
10356.18,6435.03,5591.89
8805.61,5471.55,4754.65
16315.61,10138.05,8809.72
17919.68,11134.77,9675.85
8600.67,5344.21,4643.99
1522.77,946.21,822.23
9945.33,6179.74,5370.05
3107.30,1930.79,1677.81
8582.79,5333.10,4634.33
9866.83,6130.97,5327.66
1984.40,1233.05,1071.49
10639.40,6611.01,5744.81
15644.38,9720.97,8447.29
14511.35,9016.94,7835.50
9866.25,6130.60,5327.35
3328.26,2068.09,1797.12
10341.49,6425.90,5583.96
15601.54,9694.35,8424.16
5219.65,3243.34,2818.39
19814.35,12312.06,10698.89
6997.26,4347.90,3778.22
10126.85,6292.53,5468.06
10122.92,6290.09,5465.94
18747.37,11649.07,10122.77
10565.04,6564.81,5704.66
8923.75,5544.96,4818.44
15965.91,9920.75,8620.90
11646.76,7236.96,6288.75
10841.05,6736.31,5853.70
18377.05,11418.97,9922.82
16002.58,9943.54,8640.70
19089.83,11861.87,10307.68
18072.69,11229.85,9758.47
10941.16,6798.52,5907.75
7731.48,4804.12,4174.66
7848.61,4876.90,4237.91
10153.60,6309.16,5482.51
7854.48,4880.55,4241.08
10157.49,6311.57,5484.60
11581.32,7196.30,6253.42
7314.44,4544.98,3949.48
10828.36,6728.43,5846.85
8221.44,5108.57,4439.22
13773.60,8558.52,7437.15
10782.90,6700.18,5822.30
11952.80,7427.12,6453.99
7394.79,4594.91,3992.87
9828.56,6107.18,5307.00
18601.55,11558.47,10044.03
17899.73,11122.37,9665.08
13461.84,8364.80,7268.81
18355.15,11405.36,9910.99
18636.49,11580.18,10062.90
18245.34,11337.13,9851.69
3255.18,2022.67,1757.66
10347.65,6429.73,5587.28
12410.34,7711.43,6701.05
7414.51,4607.17,4003.52
7897.38,4907.20,4264.24
12076.76,7504.15,6520.93
8661.45,5381.97,4676.81
10823.57,6725.45,5844.26
12520.44,7779.84,6760.50
18646.65,11586.49,10068.39
5786.85,3595.78,3124.65
7215.96,4483.79,3896.31
8598.67,5342.96,4642.91
7782.09,4835.57,4201.99
16914.95,10510.46,9133.34
7417.85,4609.24,4005.32
6350.47,3946.00,3428.98
2723.49,1692.30,1470.57
8696.61,5403.82,4695.79
8640.29,5368.83,4665.38
10144.31,6303.38,5477.49
13125.95,8156.08,7087.44
2780.05,1727.45,1501.11
10028.58,6231.47,5415.00
11300.20,7021.62,6101.62
12554.46,7800.98,6778.87
6559.34,4075.79,3541.76
8019.70,4983.21,4330.29
1182.49,734.76,638.49
3874.52,2407.52,2092.07
12843.55,7980.61,6934.96
10617.50,6597.41,5732.99
13683.01,8502.23,7388.24
5537.95,3441.12,2990.25
16844.98,10466.98,9095.56
6015.39,3737.79,3248.05
9845.89,6117.95,5316.36
10271.15,6382.20,5545.98
12566.39,7808.39,6785.31
8135.42,5055.12,4392.78
6192.19,3847.65,3343.52
9718.22,6038.62,5247.42
6695.59,4160.45,3615.33
4420.24,2746.61,2386.74
11360.23,7058.92,6134.03
19229.03,11948.37,10382.85
6783.73,4215.21,3662.92
7719.62,4796.75,4168.26
18433.33,11453.94,9953.20
11753.38,7303.21,6346.32
11135.02,6918.98,6012.43
10940.60,6798.17,5907.45
5877.24,3651.95,3173.45
8600.63,5344.18,4643.97
3437.49,2135.96,1856.10
5684.02,3531.89,3069.13
19248.34,11960.36,10393.27
4459.68,2771.12,2408.03
16132.69,10024.39,8710.96
17943.16,11149.36,9688.53
2785.90,1731.08,1504.26
10266.50,6379.31,5543.47
12677.42,7877.38,6845.26
13671.60,8495.14,7382.07
2084.69,1295.37,1125.64
6920.58,4300.25,3736.82
9758.29,6063.52,5269.05
10730.82,6667.83,5794.18
8521.50,5295.01,4601.24
18337.05,11394.11,9901.21
18422.78,11447.39,9947.51
18493.59,11491.38,9985.74
10833.55,6731.65,5849.65
11127.30,6914.19,6008.26
7348.93,4566.41,3968.10
13861.65,8613.23,7484.69
10205.82,6341.60,5510.70
5687.85,3534.27,3071.19
13403.38,8328.48,7237.25
5003.53,3109.05,2701.69
893.36,555.11,482.38
10497.82,6523.04,5668.37
3026.71,1880.71,1634.29
10680.20,6636.37,5766.85
6889.06,4280.66,3719.79
8574.02,5327.65,4629.60
8295.66,5154.68,4479.30
12184.99,7571.40,6579.37
8526.84,5298.33,4604.13
18025.25,11200.37,9732.85
8588.02,5336.35,4637.16
10527.79,6541.66,5684.55
11220.26,6971.95,6058.46
8614.15,5352.58,4651.27
6334.12,3935.84,3420.15
2323.35,1443.66,1254.51
11798.27,7331.10,6370.55
8514.09,5290.41,4597.24
18639.81,11582.24,10064.69
6623.39,4115.58,3576.35
11008.62,6840.44,5944.18
9101.73,5655.55,4914.54
7005.42,4352.96,3782.62
7974.75,4955.28,4306.02
8270.48,5139.04,4465.70
9579.26,5952.28,5172.39
17474.34,10858.05,9435.39
8981.87,5581.07,4849.82
11713.93,7278.70,6325.02
13990.45,8693.27,7554.24
16356.59,10163.51,8831.85
12141.52,7544.39,6555.89
15112.19,9390.28,8159.93
6515.04,4048.26,3517.84
19175.58,11915.16,10353.99
8920.10,5542.69,4816.47
7299.91,4535.95,3941.63
8601.18,5344.53,4644.27
4929.86,3063.27,2661.91
612.02,380.29,330.46
990.77,615.64,534.97
5638.82,3503.80,3044.72
7464.79,4638.40,4030.66
3107.59,1930.97,1677.96
11150.43,6928.56,6020.75
16216.57,10076.51,8756.25
765.56,475.70,413.37
8171.61,5077.60,4412.32
3874.23,2407.34,2091.92
7308.46,4541.27,3946.25
2676.03,1662.81,1444.94
7563.88,4699.98,4084.17
1173.75,729.33,633.77
6997.89,4348.29,3778.56
7612.44,4730.15,4110.39
529.40,328.95,285.85
7527.90,4677.62,4064.74
8905.91,5533.87,4808.80
9630.75,5984.27,5200.19
7716.66,4794.91,4166.66
10663.76,6626.15,5757.97
894.80,556.00,483.15
8050.53,5002.37,4346.94
5314.83,3302.48,2869.78
1736.92,1079.27,937.86
9347.02,5807.97,5046.99
4229.72,2628.23,2283.87
6729.46,4181.49,3633.62
4567.63,2838.19,2466.32
4216.50,2620.01,2276.73
7627.08,4739.25,4118.29
3320.62,2063.34,1792.99
11909.01,7399.92,6430.35
8122.88,5047.32,4386.00
9381.71,5829.52,5065.72
6738.13,4186.88,3638.30
5141.01,3194.47,2775.92
5146.46,3197.86,2778.87
9808.22,6094.55,5296.02
518.02,321.88,279.71
1956.29,1215.58,1056.31
9278.42,5765.34,5009.95
4057.09,2520.96,2190.66
1532.85,952.47,827.67
7554.90,4694.40,4079.32
10008.13,6218.76,5403.96
10106.90,6280.13,5457.29
9933.50,6172.39,5363.66
4256.83,2645.07,2298.50
4466.32,2775.24,2411.62
3888.79,2416.38,2099.78
2126.46,1321.32,1148.20
17057.20,10598.85,9210.15
2202.43,1368.53,1189.22
1106.27,687.40,597.34
4491.99,2791.20,2425.48
4624.76,2873.69,2497.17
2662.46,1654.38,1437.61
4224.13,2624.75,2280.85
1184.32,735.90,639.48
4230.94,2628.98,2284.53
14824.58,9211.56,8004.63
1051.65,653.47,567.85
7817.01,4857.27,4220.85
9965.04,6191.99,5380.69
4418.12,2745.29,2385.59
7905.38,4912.17,4268.56
8226.75,5111.86,4442.09
9745.60,6055.64,5262.20
9256.22,5751.55,4997.96
809.67,503.11,437.19
3302.78,2052.25,1783.36
10823.57,6725.45,5844.26
3414.27,2121.53,1843.56
2946.20,1830.69,1590.82
1886.69,1172.33,1018.73
2301.53,1430.11,1242.73
4275.17,2656.47,2308.41
8625.23,5359.47,4657.25
9857.88,6125.40,5322.83
4497.60,2794.68,2428.51
2348.22,1459.11,1267.94
5388.22,3348.08,2909.40
7850.76,4878.24,4239.07
3464.40,2152.68,1870.63
4979.75,3094.27,2688.85
8695.65,5403.23,4695.28
2197.61,1365.53,1186.61
8065.66,5011.77,4355.11
1867.04,1160.12,1008.12
4576.01,2843.40,2470.85
10402.71,6463.94,5617.01
1703.03,1058.22,919.57
989.44,614.81,534.26
1733.91,1077.40,936.23
7659.89,4759.64,4136.01
6585.62,4092.12,3555.95
9708.95,6032.86,5242.41
7327.03,4552.81,3956.28
3807.13,2365.64,2055.68
688.76,427.97,371.90
3776.80,2346.79,2039.31
8305.78,5160.97,4484.76
10240.82,6363.35,5529.60
6983.17,4339.14,3770.61
1234.00,766.77,666.31
561.25,348.74,303.05
1901.35,1181.45,1026.65
7823.48,4861.28,4224.34
4696.02,2917.97,2535.65
7182.71,4463.13,3878.36
14752.64,9166.87,7965.79
6633.52,4121.88,3581.82
1298.11,806.61,700.92
8467.59,5261.51,4572.13
16484.02,10242.69,8900.66
18542.59,11521.83,10012.20
9818.71,6101.06,5301.68
3311.23,2057.50,1787.92
3683.09,2288.57,1988.71
2007.70,1247.53,1084.07
13564.57,8428.64,7324.28
7716.64,4794.90,4166.65
11985.88,7447.68,6471.86
5287.29,3285.37,2854.91
9509.76,5909.09,5134.86
14319.69,8897.84,7732.01
10367.94,6442.34,5598.24
10860.82,6748.60,5864.37
10391.68,6457.09,5611.06
1316.63,818.12,710.92
1862.96,1157.59,1005.92
4309.52,2677.81,2326.95
12546.74,7796.18,6774.70
4013.50,2493.88,2167.12
1137.90,707.06,614.42
8478.97,5268.59,4578.28
5185.68,3222.23,2800.04
7526.08,4676.49,4063.76
7613.35,4730.72,4110.88
7694.14,4780.92,4154.50
227.05,141.08,122.59
4656.61,2893.48,2514.37
3675.51,2283.86,1984.62
4168.92,2590.45,2251.04
721.09,448.06,389.36
6750.79,4194.75,3645.14
4488.85,2789.24,2423.78
5916.26,3676.19,3194.53
10024.00,6228.62,5412.53
784.07,487.20,423.37
8732.02,5425.82,4714.91
489.83,304.37,264.49
5507.71,3422.33,2973.93
7692.10,4779.65,4153.40
6908.95,4293.02,3730.53
1363.68,847.35,736.33
3496.72,2172.76,1888.08
7735.89,4806.86,4177.05
7659.51,4759.40,4135.80
1977.24,1228.60,1067.62
690.22,428.88,372.69
2282.69,1418.40,1232.56
4706.41,2924.43,2541.26
8829.31,5486.28,4767.45
4129.09,2565.70,2229.53
17596.93,10934.23,9501.58
7898.64,4907.99,4264.92
4294.17,2668.27,2318.67
599.73,372.66,323.83
1722.18,1070.11,929.90
3891.68,2418.18,2101.34
16081.84,9992.79,8683.50
5042.26,3133.11,2722.60
1677.32,1042.24,905.68
8311.48,5164.52,4487.84
2131.91,1324.71,1151.14
1434.12,891.12,774.36
9906.01,6155.31,5348.82
7216.98,4484.43,3896.86
3552.21,2207.24,1918.04
11032.04,6854.99,5956.82
4633.55,2879.16,2501.92
8356.97,5192.78,4512.40
16868.34,10481.50,9108.17
4229.97,2628.38,2284.00
6575.52,4085.84,3550.50
1003.66,623.64,541.93
5316.54,3303.55,2870.70
6827.47,4242.39,3686.54
8019.84,4983.30,4330.37
13289.24,8257.55,7175.62
2811.84,1747.20,1518.27
15791.94,9812.66,8526.97
10353.79,6433.55,5590.60
5564.44,3457.58,3004.56
13457.39,8362.04,7266.41
2637.28,1638.73,1424.02
1425.14,885.54,769.51
3240.81,2013.74,1749.90
13452.52,8359.01,7263.78
6411.94,3984.20,3462.17
1223.76,760.41,660.77
12576.94,7814.95,6791.01
5416.85,3365.87,2924.86
8074.96,5017.55,4360.13
14239.85,8848.23,7688.91
14695.47,9131.34,7934.92
8039.31,4995.40,4340.88
4768.93,2963.27,2575.01
5021.92,3120.48,2711.62
2160.05,1342.19,1166.33
6223.38,3867.03,3360.35
4869.22,3025.59,2629.17
3440.78,2138.00,1857.87
7436.82,4621.02,4015.56
11337.05,7044.52,6121.52
10227.40,6355.01,5522.36
6730.81,4182.33,3634.35
2428.85,1509.22,1311.48
6661.01,4138.96,3596.66
16921.59,10514.59,9136.93
3776.63,2346.69,2039.22
15210.25,9451.21,8212.88
5782.40,3593.02,3122.25
7551.34,4692.18,4077.40
7551.43,4692.24,4077.45
15280.82,9495.06,8250.98
5599.82,3479.57,3023.66
4169.90,2591.06,2251.57
14419.37,8959.78,7785.84
8161.47,5071.30,4406.84
5846.71,3632.98,3156.97
13407.26,8330.88,7239.34
15123.45,9397.28,8166.01
15936.02,9902.18,8604.76
15086.46,9374.29,8146.04
7708.06,4789.57,4162.02
4566.70,2837.62,2465.82
4192.32,2604.98,2263.67
5204.34,3233.83,2810.12
12025.59,7472.36,6493.30
5219.10,3243.00,2818.09
6585.94,4092.31,3556.12
4007.75,2490.30,2164.01
7829.46,4865.00,4227.57
3258.95,2025.02,1759.69
9656.86,6000.49,5214.28
5779.38,3591.14,3120.62
8487.26,5273.74,4582.75
10501.93,6525.60,5670.59
5008.61,3112.21,2704.43
13698.42,8511.80,7396.55
15025.57,9336.46,8113.16
9592.54,5960.53,5179.56
13821.54,8588.31,7463.03
13833.09,8595.48,7469.27
14976.18,9305.77,8086.49
3729.11,2317.16,2013.56
5364.51,3333.35,2896.60
7590.86,4716.74,4098.74
5003.53,3109.05,2701.69
2542.12,1579.60,1372.63
3160.85,1964.06,1706.72
7077.47,4397.74,3821.53
4028.04,2502.91,2174.97
5916.26,3676.19,3194.53
8914.73,5539.35,4813.57
14126.22,8777.63,7627.55
5840.83,3629.32,3153.79
2553.08,1586.41,1378.56
3956.16,2458.24,2136.15
5436.36,3377.99,2935.40
12753.13,7924.43,6886.14
2837.99,1763.45,1532.39
1600.85,994.72,864.39
2843.45,1766.84,1535.34
3980.74,2473.52,2149.43
8331.64,5177.04,4498.73
5165.10,3209.44,2788.93
9479.89,5890.53,5118.73
4764.06,2960.25,2572.39
5033.51,3127.68,2717.88
6302.61,3916.26,3403.14
7641.85,4748.43,4126.27
6173.56,3836.07,3333.45
6654.78,4135.09,3593.29
3839.16,2385.54,2072.98
2747.85,1707.43,1483.72
8876.41,5515.55,4792.88
5851.85,3636.17,3159.75
9354.90,5812.87,5051.24
5823.54,3618.58,3144.46
14656.15,9106.91,7913.69
3328.97,2068.53,1797.50
4857.01,3018.01,2622.58
5355.08,3327.49,2891.51
7774.01,4830.55,4197.63
7719.13,4796.44,4167.99
1938.85,1204.74,1046.89
8596.14,5341.39,4641.54
10007.29,6218.24,5403.50
799.82,496.98,431.87
6356.72,3949.88,3432.35
14241.07,8848.99,7689.56
11044.79,6862.91,5963.71
12649.58,7860.08,6830.22
15145.99,9411.28,8178.18
7855.94,4881.46,4241.87
7552.22,4692.73,4077.87
5985.34,3719.12,3231.83
8756.89,5441.28,4728.34
8039.26,4995.37,4340.86
6439.71,4001.45,3477.16
690.17,428.85,372.66
15146.05,9411.32,8178.21
8609.95,5349.98,4649.00
15551.10,9663.01,8396.92
16772.52,10421.96,9056.44
4754.85,2954.53,2567.42
5262.99,3270.27,2841.79
7775.61,4831.54,4198.49
9650.04,5996.25,5210.60
6632.60,4121.31,3581.32
2568.73,1596.13,1387.00
4804.27,2985.23,2594.10
8708.83,5411.41,4702.39
6063.77,3767.85,3274.17
13336.50,8286.92,7201.14
13483.29,8378.13,7280.39
13570.03,8432.02,7327.23
5892.70,3661.55,3181.80
8092.93,5028.71,4369.83
3053.39,1897.29,1648.70
9671.83,6009.80,5222.37
5251.76,3263.30,2835.73
4369.81,2715.27,2359.51
9598.70,5964.36,5182.89
4150.65,2579.10,2241.17
5509.98,3423.75,2975.15
3002.33,1865.56,1621.13
5712.32,3549.47,3084.40
4489.25,2789.49,2424.00
7998.20,4969.85,4318.68
7161.85,4450.17,3867.09
7273.09,4519.29,3927.16
5481.03,3405.76,2959.52
4794.85,2979.38,2589.01
13643.11,8477.44,7366.69
7985.94,4962.24,4312.06
5568.72,3460.24,3006.87
6241.12,3878.05,3369.93
3909.83,2429.46,2111.14
1351.16,839.57,729.57
2916.43,1812.18,1574.75
8316.08,5167.37,4490.32
12767.95,7933.64,6894.14
13792.44,8570.22,7447.32
2316.41,1439.35,1250.76
6210.73,3859.17,3353.52
4217.00,2620.32,2277.00
2027.89,1260.07,1094.97
11625.17,7223.55,6277.09
5688.74,3534.82,3071.67
4575.99,2843.39,2470.83
13364.74,8304.46,7216.38
4429.78,2752.54,2391.89
6710.47,4169.69,3623.36
12282.97,7632.28,6632.27
12045.09,7484.47,6503.83
8265.17,5135.74,4462.83
15594.79,9690.15,8420.51
1582.70,983.44,854.59
14203.86,8825.87,7669.47
12771.02,7935.54,6895.80
3693.35,2294.94,1994.25
7186.89,4465.73,3880.61
6272.68,3897.66,3386.98
9491.53,5897.76,5125.02
10801.27,6711.60,5832.22
13848.52,8605.07,7477.60
13718.10,8524.04,7407.18
7531.60,4679.92,4066.74
18365.35,11411.70,9916.50
7950.93,4940.48,4293.16
